dim,mean_abs_shap,mean_signed_shap
108,0.016978281314950435,-0.0038034935970790683
75,0.01659710906271357,-0.007372232720372267
52,0.016506778821130864,-0.0015779521318472689
48,0.015770301757147536,0.00597757704439573
141,0.015644259401269664,-0.0017357099758010008
0,0.015372766840737313,-0.0006336354254744947
15,0.015316610590089113,-0.00435058317380026
27,0.01453617222396133,0.004637257344802493
133,0.01445865721849259,-0.001802414162666537
70,0.014384200524655172,0.006868618104490452
72,0.01435204924258869,0.0016272916708840058
87,0.01425815201284422,-0.0065269037234975255
76,0.01347868260811083,0.001021792587125674
17,0.013176498741577234,9.187037785522989e-05
107,0.013156455916541744,-0.003914456067213905
9,0.012876445583533496,-0.0008228628360666335
118,0.012870874693617225,0.0026360452244989572
83,0.012677426258132982,0.0017849532086711406
13,0.012608897463724133,0.003892481027796748
21,0.012515500483568759,-0.0037915163044817744
22,0.012283249414758756,0.0008672810799907893
109,0.011976941564353184,0.00033989527146331965
20,0.011863971413113177,-0.0020576923293992876
89,0.011587883043684997,0.0016130392911145465
63,0.01152940223691985,0.00097228484461084
149,0.011375806418946012,-0.0008405380032490939
101,0.011243741508806124,0.0005229380598757417
28,0.010868230048799887,-0.00046943943598307667
29,0.010725483306450768,-0.0036318856745492668
62,0.010193296122015454,0.00027606881165411325
59,0.010047767439391463,-0.001084846800658852
32,0.010001278705894947,0.00024760926142334937
139,0.009573309715487994,0.0005284475669031963
159,0.00952192513163027,-0.0007855597598972964
90,0.009468739891890437,0.001357311240863055
144,0.009160385581490118,-0.0032134064452839085
51,0.009148556439322419,-0.0025044429587433113
93,0.008792510494822636,0.0022899170324672015
8,0.00878636874316726,-0.003672954771318473
152,0.008638110215542838,-0.001317537772702053
35,0.008533453504787758,-0.002382167448522523
113,0.008291737260815352,0.001391119426343721
105,0.008079728770535439,-0.0014937802380882203
128,0.008075765329413115,-0.0009972062520682812
74,0.00793171973025892,0.0004031837621005252
117,0.007551950669439975,0.000607693771889899
88,0.007406951761804521,0.0029627720266580584
78,0.007266229956949246,-0.0017496259148902028
73,0.007038281360291876,-0.0007600391324376687
120,0.0064845646088360805,0.002694068756827619
81,0.0063267750816885385,-0.0016725261008832604
31,0.006274595708819106,0.00045011459034867586
138,0.006255128795746714,0.00041371157858520745
1,0.005871886031818576,0.002541465059039183
39,0.0057849198238545795,-0.002004221571041853
11,0.005494928622210864,-0.0007181779833626933
68,0.005409954520873725,0.0020188122382387517
156,0.004253693503706017,-0.0010671043828187976
94,0.004161767347659407,-0.0016138423643405986
19,0.004104618920246139,0.0013908067834563554
67,0.004056390991536318,-0.0010772486900532386
77,0.004040327838956728,0.0010894961821759353
151,0.0040383151682908645,-0.0004639810070511885
23,0.003995271982275881,-0.0003510736633324996
135,0.00398962501931237,-0.0003412864319398068
69,0.0038075914897490295,-0.0007615086622536182
40,0.003756528991507366,0.0008665989793371409
7,0.0036261386174010115,0.0010779011604608968
131,0.0035299411322921516,-4.856282263062894e-05
10,0.0035058677368215285,-0.0012826617629616522
147,0.0033019998816234877,-0.00022185283527505816
30,0.0031445311174320523,0.0002708237858314533
132,0.002959131572279148,-0.0005663640680722892
134,0.0029293607313593383,-0.0003200941567774862
60,0.00291593574162107,0.0003350497840438038
5,0.002835101945674978,0.0002281213056994602
26,0.002657513490121346,0.000949681255442556
46,0.002592618717753794,0.00022188403556356207
58,0.0024227757011249197,-0.0007312376888876315
14,0.00215968712393078,6.415237548935692e-05
145,0.001993052793259267,-1.4153216034173965e-05
82,0.00155517887627866,0.0005365061790689651
57,0.001498327677254565,-0.0001655482343630865
129,0.0013418010349960242,0.00013354453561987612
55,0.0005699899317551171,-1.2970473399036564e-05
4,0.0003243020256559248,-7.36626173966215e-05
25,0.00020021393393562903,2.9389191927293722e-05
